开奖期号,开奖日期,红1,红2,红3 ,红4 ,红5 ,红6,蓝,红,号,出,球,顺,序
2018046,2018-04-24,10,13,14,18,20,31,03,10,18,14,20,13,31
2018047,2018-04-26,06,07,12,16,22,25,07,07,25,12,06,22,16
2018048,2018-04-29,01,12,20,25,30,31,02,31,25,20,12,30,01
2018049,2018-05-01,01,03,04,11,19,23,02,19,03,01,11,04,23
2018050,2018-05-03,01,02,04,10,18,19,07,04,02,01,10,18,19
2018051,2018-05-06,05,07,20,23,27,31,04,27,31,05,20,23,07
2018052,2018-05-08,03,05,06,09,15,32,14,06,03,15,09,05,32
2018053,2018-05-10,01,04,10,11,14,27,06,11,27,04,14,10,01
2018054,2018-05-13,04,06,18,22,25,33,16,33,04,06,22,18,25
2018055,2018-05-15,07,09,10,12,22,26,07,07,09,22,26,12,10
2018056,2018-05-17,01,03,06,20,21,26,01,20,03,06,21,01,26
2018057,2018-05-20,05,15,17,19,20,30,13,19,15,20,17,30,05
2018058,2018-05-22,07,12,13,16,26,31,07,07,16,13,31,12,26
2018059,2018-05-24,04,06,08,13,22,32,11,22,06,04,32,13,08
2018060,2018-05-27,04,08,13,25,30,31,10,13,08,31,25,04,30
2018061,2018-05-29,09,10,11,12,18,23,07,10,18,23,11,09,12
2018062,2018-05-31,02,18,19,24,25,33,11,19,24,33,02,25,18
2018063,2018-06-03,05,06,10,16,20,25,12,05,16,10,25,20,06
2018064,2018-06-05,02,05,10,11,17,21,05,11,21,05,17,10,02
2018065,2018-06-07,01,04,06,14,28,33,01,06,01,28,04,33,14
2018066,2018-06-10,09,16,17,19,22,26,10,22,16,17,19,09,26
2018067,2018-06-12,01,04,09,12,15,18,05,12,09,01,18,15,04
2018068,2018-06-14,08,10,17,20,27,30,01,08,10,17,30,20,27
2018069,2018-06-17,06,13,17,19,23,31,12,23,06,31,19,13,17
2018070,2018-06-19,04,09,15,16,19,27,10,04,19,16,27,09,15
2018071,2018-06-21,02,05,06,13,16,19,03,13,16,05,06,19,02
2018072,2018-06-24,11,16,19,22,25,30,08,16,22,25,19,11,30
2018073,2018-06-26,02,09,14,15,16,23,10,09,23,02,15,16,14
2018074,2018-06-28,09,11,14,20,27,30,09,30,27,09,20,11,14
2018075,2018-07-01,07,09,12,13,22,24,11,09,22,13,24,07,12
2018076,2018-07-03,03,07,08,15,29,30,13,30,03,29,15,07,08
2018077,2018-07-05,02,05,09,15,20,24,10,05,24,20,15,09,02
2018078,2018-07-08,03,10,14,17,18,30,12,10,18,03,30,14,17
2018079,2018-07-10,14,15,17,22,24,29,13,17,15,29,22,24,14
2018080,2018-07-12,04,07,13,20,29,33,03,33,20,04,13,07,29
2018081,2018-07-15,01,02,12,16,20,26,03,26,02,20,12,16,01
2018082,2018-07-17,06,12,14,20,22,24,09,20,22,14,24,12,06
2018083,2018-07-19,04,09,18,21,32,33,03,33,04,32,18,09,21
2018084,2018-07-22,05,06,08,12,22,24,03,06,22,24,08,12,05
2018085,2018-07-24,04,10,25,26,30,33,06,10,30,04,26,33,25
2018086,2018-07-26,02,07,17,21,23,26,16,21,07,23,17,02,26
2018087,2018-07-29,01,05,10,16,18,31,03,01,31,05,18,16,10
2018088,2018-07-31,03,05,12,29,30,32,14,29,30,03,12,05,32
2018089,2018-08-02,06,09,12,14,18,27,14,06,27,18,12,09,14
2018090,2018-08-05,01,02,04,10,14,23,07,04,10,01,23,02,14
2018091,2018-08-07,06,11,13,17,25,32,07,13,25,06,11,32,17
2018092,2018-08-09,06,10,16,19,24,33,16,10,19,16,06,24,33
2018093,2018-08-12,04,18,20,21,29,33,07,21,18,29,33,04,20
2018094,2018-08-14,04,07,16,20,24,30,05,07,30,16,20,24,04
2018095,2018-08-16,10,11,12,21,26,33,09,26,12,21,10,33,11
2018096,2018-08-19,01,05,09,20,28,32,12,32,05,28,09,01,20
2018097,2018-08-21,01,02,17,20,25,28,13,25,17,28,02,01,20
2018098,2018-08-23,06,10,11,20,29,32,13,11,10,29,32,20,06
2018099,2018-08-26,03,07,08,14,25,32,06,03,32,14,08,07,25
2018100,2018-08-28,02,11,14,15,29,33,02,02,15,29,14,11,33
2018101,2018-08-30,01,03,14,26,29,33,09,29,33,01,03,14,26
2018102,2018-09-02,02,06,11,19,21,28,05,21,06,11,28,02,19
2018103,2018-09-04,02,09,15,22,23,24,16,22,15,23,02,09,24
2018104,2018-09-06,02,03,06,19,25,29,01,25,06,03,02,29,19
2018105,2018-09-09,04,05,13,18,19,25,01,25,13,18,04,05,19
2018106,2018-09-11,04,18,19,24,25,26,10,19,18,26,24,04,25
2018107,2018-09-13,01,02,05,12,20,22,01,12,20,02,01,22,05
2018108,2018-09-16,05,13,18,21,26,30,02,26,30,13,05,18,21
2018109,2018-09-18,10,11,18,23,31,33,15,31,23,11,10,33,18
2018110,2018-09-20,11,13,16,21,22,23,02,11,13,23,21,22,16
2018111,2018-09-23,01,07,14,24,25,28,08,14,24,28,07,01,25
2018112,2018-09-25,05,08,18,25,26,31,04,18,26,08,31,25,05
2018113,2018-09-27,01,06,09,16,25,26,09,09,16,01,06,26,25
2018114,2018-09-30,01,07,15,16,20,27,14,01,16,20,15,07,27
2018115,2018-10-02,01,13,19,24,26,29,11,26,01,24,29,13,19
2018116,2018-10-04,05,14,17,22,23,28,15,17,22,05,14,23,28
2018117,2018-10-07,08,11,15,17,23,25,05,08,15,17,25,23,11
2018118,2018-10-09,08,12,21,22,27,31,09,31,08,22,12,27,21
2018119,2018-10-11,03,13,14,16,25,27,12,25,16,13,03,27,14
2018120,2018-10-14,03,04,18,26,27,33,01,33,04,03,26,27,18
2018121,2018-10-16,06,08,14,19,23,25,11,25,14,19,06,23,08
2018122,2018-10-18,05,07,20,22,30,32,10,32,05,30,22,20,07
2018123,2018-10-21,13,21,24,27,31,32,01,27,31,13,21,24,32
2018124,2018-10-23,09,13,14,19,22,25,02,09,13,22,19,14,25
2018125,2018-10-25,03,10,11,14,15,32,02,11,32,03,14,10,15
2018126,2018-10-28,01,06,08,09,14,22,05,14,09,22,06,08,01
2018127,2018-10-30,02,05,06,07,11,15,12,05,11,07,15,02,06
2018128,2018-11-01,06,07,08,19,22,23,02,08,07,06,23,19,22
2018129,2018-11-04,02,04,06,16,18,19,16,04,18,19,06,02,16
2018130,2018-11-06,05,12,17,18,24,28,12,05,24,28,12,17,18
2018131,2018-11-08,21,22,24,31,32,33,01,33,31,21,22,24,32
2018132,2018-11-11,01,02,09,10,15,22,06,15,09,01,10,02,22
2018133,2018-11-13,02,04,11,12,18,32,13,12,18,11,04,32,02
2018134,2018-11-15,03,16,18,31,32,33,12,31,03,33,32,16,18
2018135,2018-11-18,01,03,06,10,11,29,16,01,29,06,10,03,11
2018136,2018-11-20,10,12,15,25,26,27,14,15,26,10,12,25,27
2018137,2018-11-22,03,05,11,15,20,23,09,23,20,11,15,05,03
2018138,2018-11-25,01,10,25,27,30,32,09,32,25,10,01,30,27
2018139,2018-11-27,11,18,20,23,31,32,15,23,32,31,20,11,18
2018140,2018-11-29,01,15,20,22,25,28,14,25,15,22,28,20,01
2018141,2018-12-02,11,14,16,18,24,33,04,18,16,14,33,11,24
2018142,2018-12-04,05,08,10,11,27,28,11,05,11,28,10,08,27
2018143,2018-12-06,04,06,15,28,32,33,14,32,28,04,15,06,33
2018144,2018-12-09,08,13,17,18,20,27,13,13,20,27,17,08,18
2018145,2018-12-11,03,09,13,22,23,25,06,23,25,22,03,13,09
2018146,2018-12-13,02,10,11,17,18,29,16,17,10,29,18,11,02
2018147,2018-12-16,03,15,17,23,27,30,11,30,03,27,23,17,15
2018148,2018-12-18,03,06,18,19,21,31,01,18,21,19,03,06,31
2018149,2018-12-20,01,07,08,10,12,24,01,01,08,07,24,10,12
2018150,2018-12-23,06,08,15,19,20,31,05,15,31,19,08,20,06
2018151,2018-12-25,05,15,19,25,26,29,15,19,29,26,15,05,25
2018152,2018-12-27,04,14,16,23,28,29,03,14,04,23,29,16,28
2018153,2018-12-30,01,07,17,23,25,31,11,17,07,23,25,01,31
2019001,2019-01-01,06,10,13,15,32,33,15,32,33,13,15,06,10
2019002,2019-01-03,04,05,06,08,09,18,11,18,06,04,08,05,09
2019003,2019-01-06,13,17,20,21,22,27,01,20,21,22,17,13,27
2019004,2019-01-08,08,12,16,19,26,32,03,08,26,32,16,12,19
2019005,2019-01-10,21,22,26,28,31,32,07,28,22,31,32,21,26
2019006,2019-01-13,01,05,10,19,26,28,12,01,10,19,26,28,05
2019007,2019-01-15,06,10,14,15,19,23,15,15,23,06,14,10,19
2019008,2019-01-17,02,06,09,13,28,32,12,28,32,13,02,06,09
2019009,2019-01-20,01,07,10,22,31,32,15,22,31,01,10,07,32
2019010,2019-01-22,02,04,05,08,11,30,02,11,08,02,30,05,04
2019011,2019-01-24,10,13,19,21,24,30,07,19,13,30,10,24,21
2019012,2019-01-27,07,10,21,23,31,33,14,33,07,23,31,10,21
2019013,2019-01-29,05,07,14,16,18,21,01,05,07,16,18,21,14
2019014,2019-01-31,01,02,03,14,19,33,03,19,14,01,02,33,03
2019015,2019-02-03,11,15,16,20,24,31,04,15,31,24,20,16,11
2019016,2019-02-12,05,07,09,11,19,25,05,11,05,09,07,25,19
2019017,2019-02-14,04,05,24,28,30,33,09,24,05,04,30,28,33
2019018,2019-02-17,04,11,18,19,26,32,04,19,32,18,04,26,11
2019019,2019-02-19,03,11,17,18,24,25,06,11,25,03,17,18,24
2019020,2019-02-21,02,12,13,23,27,28,12,12,02,27,28,13,23
2019021,2019-02-24,02,05,07,08,20,27,04,08,05,07,27,02,20
2019022,2019-02-26,03,07,11,21,30,33,07,30,21,33,03,11,07
2019023,2019-02-28,01,10,14,15,18,31,13,10,31,14,01,15,18
2019024,2019-03-03,01,08,23,25,28,29,10,23,29,28,08,25,01
2019025,2019-03-05,15,16,21,27,30,33,04,21,33,15,16,27,30
2019026,2019-03-07,03,13,15,19,20,27,14,27,03,19,13,15,20
2019027,2019-03-10,02,06,08,10,11,17,13,06,10,11,08,02,17
2019028,2019-03-12,04,19,22,26,29,30,11,29,30,26,04,22,19
2019029,2019-03-14,08,11,17,23,32,33,10,32,17,33,23,08,11
2019030,2019-03-17,04,05,07,10,12,22,16,10,04,22,05,12,07
2019031,2019-03-19,03,13,15,18,21,33,16,18,21,15,13,03,33
2019032,2019-03-21,04,08,09,13,28,33,04,13,08,33,28,09,04
2019033,2019-03-24,09,15,19,21,23,29,15,15,21,29,23,19,09
2019034,2019-03-26,09,11,15,22,24,26,03,11,09,26,24,22,15
2019035,2019-03-28,01,05,07,09,10,20,16,01,09,05,20,10,07
2019036,2019-03-31,02,10,13,16,23,32,08,23,10,13,02,32,16
2019037,2019-04-02,01,07,12,14,18,25,10,18,01,14,25,07,12
2019038,2019-04-04,09,12,21,27,29,30,05,21,30,12,09,27,29
2019039,2019-04-07,06,07,11,14,27,32,08,07,27,11,32,06,14
2019040,2019-04-09,05,06,09,18,23,31,11,23,05,09,18,31,06
2019041,2019-04-11,02,09,13,23,24,26,16,26,13,02,24,09,23
2019042,2019-04-14,15,17,19,22,25,26,04,22,25,26,15,19,17
2019043,2019-04-16,01,06,12,13,24,32,13,01,13,32,06,12,24
2019044,2019-04-18,06,14,16,17,23,29,07,23,16,17,29,14,06
2019045,2019-04-21,01,06,17,19,27,31,14,31,01,27,06,17,19
2019046,2019-04-23,02,12,16,22,25,32,06,02,16,12,32,25,22
2019047,2019-04-25,03,11,18,25,30,33,14,18,25,03,11,30,33
2019048,2019-04-28,03,07,10,12,18,29,10,29,18,03,07,10,12
2019049,2019-04-30,03,10,13,22,23,28,15,23,13,03,28,22,10
2019050,2019-05-02,04,06,10,11,21,23,02,04,10,11,21,06,23
2019051,2019-05-05,08,09,10,13,15,28,09,10,15,09,28,08,13
2019052,2019-05-07,03,06,09,13,16,19,16,09,03,16,19,06,13
2019053,2019-05-09,04,16,22,25,29,31,08,22,31,16,04,25,29
2019054,2019-05-12,07,10,11,15,24,26,11,15,26,07,10,24,11
2019055,2019-05-14,01,06,11,15,19,31,10,31,06,01,19,15,11
2019056,2019-05-16,13,14,17,19,21,29,01,19,21,14,13,17,29
2019057,2019-05-19,04,05,06,08,13,18,16,18,04,13,05,06,08
2019058,2019-05-21,07,08,12,21,23,27,12,07,12,08,27,21,23
2019059,2019-05-23,04,05,07,09,16,18,06,09,05,18,16,04,07
2019060,2019-05-26,03,04,14,20,23,27,01,14,20,03,27,23,04
2019061,2019-05-28,03,17,19,24,27,31,12,27,17,19,24,03,31
2019062,2019-05-30,07,13,16,23,26,30,01,30,07,26,16,23,13
2019063,2019-06-02,01,14,19,22,29,31,16,01,14,29,22,31,19
2019064,2019-06-04,12,20,24,25,30,33,12,25,20,33,12,24,30
2019065,2019-06-06,06,09,11,15,20,26,10,06,15,26,20,11,09
2019066,2019-06-09,01,14,17,20,22,32,04,14,20,17,22,01,32
2019067,2019-06-11,04,06,08,11,30,33,11,04,08,33,06,30,11
2019068,2019-06-13,03,14,20,24,26,33,10,20,26,33,24,03,14
2019069,2019-06-16,06,11,16,19,21,25,01,21,11,06,25,19,16
2019070,2019-06-18,06,15,18,19,24,32,09,18,15,19,32,24,06
2019071,2019-06-20,01,08,19,24,29,30,04,29,08,01,24,19,30
2019072,2019-06-23,02,09,13,15,22,30,15,13,09,22,30,15,02
2019073,2019-06-25,01,02,06,12,16,18,08,12,18,16,01,02,06
2019074,2019-06-27,12,21,27,29,31,33,04,33,29,21,12,31,27
2019075,2019-06-30,05,08,20,22,31,33,03,33,20,05,08,31,22
2019076,2019-07-02,12,15,19,20,29,32,14,12,20,15,29,32,19
2019077,2019-07-04,09,11,13,18,21,22,15,22,11,18,13,21,09
2019078,2019-07-07,01,17,27,29,31,33,12,01,29,27,33,31,17
2019079,2019-07-09,01,03,06,09,19,31,16,01,31,09,03,19,06
2019080,2019-07-11,03,06,08,20,24,32,07,03,06,08,32,24,20
2019081,2019-07-14,05,24,27,29,31,32,10,27,32,05,31,24,29
2019082,2019-07-16,07,16,19,22,24,28,02,19,28,22,07,16,24
2019083,2019-07-18,06,15,17,26,28,31,03,06,31,15,28,26,17
2019084,2019-07-21,04,08,14,18,20,27,03,04,27,14,20,08,18
2019085,2019-07-23,01,04,14,18,24,29,04,01,04,18,29,24,14
2019086,2019-07-25,16,22,24,26,28,31,06,26,31,22,24,28,16
2019087,2019-07-28,04,05,07,09,21,30,04,07,21,30,04,09,05
2019088,2019-07-30,13,14,15,21,23,29,13,21,29,14,15,23,13
2019089,2019-08-01,02,04,14,16,20,22,11,02,14,20,04,16,22
2019090,2019-08-04,02,03,06,08,14,22,04,08,02,06,14,03,22
2019091,2019-08-06,07,10,21,24,29,32,11,24,21,32,10,29,07
2019092,2019-08-08,09,17,27,28,32,33,08,33,27,32,09,28,17
2019093,2019-08-11,05,07,08,09,20,22,02,22,08,05,20,09,07
2019094,2019-08-13,05,10,12,18,19,27,06,10,27,12,05,19,18
2019095,2019-08-15,02,05,14,19,21,28,01,14,28,02,05,19,21
2019096,2019-08-18,05,07,12,18,27,32,11,27,18,07,05,12,32
2019097,2019-08-20,03,05,18,24,25,31,09,18,03,25,05,31,24
2019098,2019-08-22,03,11,12,14,17,26,09,14,11,03,12,17,26
2019099,2019-08-25,07,14,22,23,27,30,08,22,23,30,14,27,07
2019100,2019-08-27,01,04,12,13,30,32,08,01,30,32,04,13,12
2019101,2019-08-29,01,04,09,21,31,33,05,21,31,01,09,04,33
2019102,2019-09-01,03,08,12,16,20,32,12,03,32,16,08,20,12
2019103,2019-09-03,04,12,14,21,27,29,12,21,27,14,04,29,12
2019104,2019-09-05,01,05,16,17,18,24,10,24,01,16,05,17,18
2019105,2019-09-08,02,13,15,17,26,33,01,17,33,26,13,15,02
2019106,2019-09-10,02,14,22,27,30,33,14,22,14,33,30,27,02
2019107,2019-09-12,02,06,08,23,27,32,02,06,08,02,32,23,27
2019108,2019-09-15,07,13,19,22,25,32,13,19,32,13,25,22,07
2019109,2019-09-17,03,06,07,17,28,31,10,28,07,06,17,31,03
2019110,2019-09-19,01,18,22,26,27,28,08,28,26,18,22,01,27
2019111,2019-09-22,07,18,20,22,24,33,01,22,24,20,33,07,18
2019112,2019-09-24,03,12,14,17,23,27,01,03,17,23,14,27,12
2019113,2019-09-26,01,05,19,21,25,33,15,01,25,33,19,05,21
2019114,2019-09-29,02,04,09,11,12,30,01,11,12,30,09,04,02
2019115,2019-10-08,04,10,11,14,15,29,05,11,14,29,15,10,04
2019116,2019-10-10,01,08,09,13,16,33,01,33,09,13,08,16,01
2019117,2019-10-13,03,05,11,28,32,33,01,05,33,11,28,03,32
2019118,2019-10-15,12,14,15,25,28,31,04,15,25,12,31,28,14
2019119,2019-10-17,04,20,22,24,26,33,07,04,22,26,24,20,33
2019120,2019-10-20,10,12,27,31,32,33,03,31,10,32,33,12,27
2019121,2019-10-22,02,06,15,21,30,31,02,31,21,02,30,06,15
2019122,2019-10-24,04,10,15,19,21,23,02,04,21,19,10,15,23
2019123,2019-10-27,02,06,08,17,28,30,06,06,17,02,28,08,30
2019124,2019-10-29,04,09,30,31,32,33,01,32,09,31,33,04,30
2019125,2019-10-31,02,11,12,26,27,29,03,29,27,02,12,26,11
2019126,2019-11-03,02,14,17,29,32,33,16,14,17,33,02,29,32
2019127,2019-11-05,02,06,07,12,17,24,10,02,07,24,12,17,06
2019128,2019-11-07,03,08,12,16,17,19,08,16,03,12,17,08,19
2019129,2019-11-10,03,04,07,09,15,26,07,15,03,04,07,26,09
2019130,2019-11-12,01,07,09,11,24,32,16,09,32,11,01,24,07
2019131,2019-11-14,09,17,19,20,24,31,04,24,09,31,17,19,20
2019132,2019-11-17,04,06,11,14,19,33,07,19,04,11,06,14,33
2019133,2019-11-19,03,07,16,21,24,31,07,07,03,16,24,31,21
2019134,2019-11-21,01,04,06,22,29,30,03,30,22,06,01,04,29
2019135,2019-11-24,03,06,10,11,27,33,03,27,06,11,10,33,03
2019136,2019-11-26,12,14,15,17,29,33,12,29,33,15,12,17,14
2019137,2019-11-28,07,10,13,19,23,31,06,31,23,07,10,19,13
2019138,2019-12-01,02,06,12,30,31,32,11,06,32,31,30,02,12
2019139,2019-12-03,08,14,20,23,30,33,11,33,08,20,23,30,14
2019140,2019-12-05,02,04,09,11,14,22,05,11,09,04,22,02,14
2019141,2019-12-08,10,13,14,15,17,33,14,33,17,13,15,10,14
2019142,2019-12-10,08,14,24,27,29,33,09,24,27,29,08,33,14
2019143,2019-12-12,05,13,15,16,26,32,09,32,13,05,26,15,16
2019144,2019-12-15,02,12,15,19,27,30,03,02,30,19,15,12,27
2019145,2019-12-17,01,08,13,17,18,19,16,13,08,17,01,18,19
2019146,2019-12-19,01,04,10,12,30,32,14,12,10,01,30,04,32
2019147,2019-12-22,01,09,12,14,23,27,12,23,12,27,01,14,09
2019148,2019-12-24,09,10,13,20,26,27,08,26,10,09,13,27,20
2019149,2019-12-26,01,06,27,28,31,33,07,06,27,28,31,01,33
2019150,2019-12-29,02,09,14,22,27,29,02,22,02,14,27,29,09
2019151,2019-12-31,02,06,09,18,24,26,14,18,02,26,06,09,24
2020001,2020-01-02,02,15,23,26,29,30,02,15,26,02,29,30,23
2020002,2020-01-05,04,09,14,15,16,29,11,29,15,14,04,16,09
2020003,2020-01-07,09,17,26,29,30,32,03,09,30,32,17,26,29
2020004,2020-01-09,02,15,17,27,32,33,03,27,15,02,32,17,33
2020005,2020-01-12,11,16,17,22,26,32,04,22,11,26,32,16,17
2020006,2020-01-14,03,04,05,10,16,32,09,10,04,05,16,03,32
2020007,2020-01-16,05,12,17,20,25,31,10,17,25,20,12,31,05
2020008,2020-01-19,01,04,06,10,11,28,16,10,01,11,06,28,04
2020009,2020-01-21,03,06,08,14,19,26,12,08,06,14,19,26,03
2020010,2020-03-12,11,14,22,27,31,32,09,14,22,32,11,31,27
2020011,2020-03-15,04,05,07,17,18,29,01,07,05,04,29,17,18
2020012,2020-03-17,04,13,14,23,26,31,09,31,14,23,04,26,13
2020013,2020-03-19,02,08,10,20,21,30,14,08,20,30,02,21,10
2020014,2020-03-22,02,07,08,10,12,16,07,12,02,08,10,07,16
2020015,2020-03-24,08,09,22,24,30,33,01,09,08,30,22,24,33
2020016,2020-03-26,05,06,08,17,24,27,07,17,08,24,06,05,27
2020017,2020-03-29,02,04,07,15,20,27,04,07,27,15,04,20,02
2020018,2020-03-31,05,07,08,11,17,22,13,07,05,11,17,22,08
2020019,2020-04-02,15,19,27,28,30,33,03,28,19,27,33,30,15
2020020,2020-04-05,01,06,09,13,15,22,14,13,01,09,06,15,22
2020021,2020-04-07,02,06,14,16,27,31,07,16,27,02,14,31,06
2020022,2020-04-09,02,10,20,22,25,30,02,10,20,02,22,25,30
2020023,2020-04-12,04,05,20,21,30,33,08,30,33,04,20,05,21
2020024,2020-04-14,10,13,27,28,29,31,08,10,28,13,27,31,29
2020025,2020-04-16,01,09,10,15,20,29,02,15,20,29,01,09,10
2020026,2020-04-19,01,04,09,18,19,31,06,31,19,01,09,04,18
2020027,2020-04-21,12,13,14,24,25,28,06,25,14,24,12,28,13
2020028,2020-04-23,05,06,15,18,26,32,08,32,15,05,06,18,26
2020029,2020-04-26,01,12,18,20,30,32,05,12,01,18,20,30,32
2020030,2020-04-28,17,18,21,29,30,32,03,18,30,29,17,21,32
2020031,2020-04-30,02,05,09,15,16,27,09,09,16,05,15,02,27
2020032,2020-05-03,03,11,13,14,15,26,13,15,13,14,03,11,26
2020033,2020-05-05,07,10,12,21,31,32,01,12,07,10,32,21,31
2020034,2020-05-07,02,08,15,16,26,32,03,32,08,16,26,02,15
2020035,2020-05-10,10,14,24,25,28,33,11,14,25,33,28,10,24
2020036,2020-05-12,07,09,16,22,24,32,06,22,32,09,07,16,24
2020037,2020-05-14,01,04,11,13,17,24,15,01,17,24,04,13,11
2020038,2020-05-17,01,06,07,18,23,24,15,24,01,18,23,06,07
2020039,2020-05-19,02,09,10,11,16,29,02,29,02,16,10,09,11
2020040,2020-05-21,01,06,12,16,19,21,04,19,12,06,21,16,01
2020041,2020-05-24,06,07,16,22,24,25,13,22,07,25,06,24,16
2020042,2020-05-26,02,06,07,11,14,31,03,07,02,31,11,14,06
2020043,2020-05-28,01,11,24,25,27,30,07,24,30,01,11,25,27
2020044,2020-05-31,07,08,16,17,19,24,07,08,24,17,07,16,19
2020045,2020-06-02,02,03,15,21,22,33,16,33,02,03,22,21,15
